gestMeaning@mel1952m	@mel1952m	305.713	306.005	Хезитация
intonation@evp1982m	@evp1982m	16.26	17.2	Нарратив
intonation@evp1982m	@evp1982m	17.59	20.51	Нарратив
intonation@evp1982m	@evp1982m	20.595	23.3	Нарратив
intonation@evp1982m	@evp1982m	23.805	27.95	Нарратив
intonation@evp1982m	@evp1982m	28.1	29.3	Нарратив
intonation@evp1982m	@evp1982m	29.4	35.9	Нарратив
intonation@evp1982m	@evp1982m	36.0	37.41	Контраст
intonation@evp1982m	@evp1982m	37.7	39.01	Контраст
intonation@evp1982m	@evp1982m	39.38	43.8	Нарратив
intonation@evp1982m	@evp1982m	44.0	50.9	Нарратив
intonation@evp1982m	@evp1982m	50.99	56.79	Нарратив
intonation@evp1982m	@evp1982m	57.615	58.5	Восклицание
intonation@evp1982m	@evp1982m	62.54	62.86	Другое
intonation@evp1982m	@evp1982m	71.07	71.21	Нарратив
intonation@evp1982m	@evp1982m	71.308	73.319	Нарратив
intonation@evp1982m	@evp1982m	83.008	83.7	Восклицание
intonation@evp1982m	@evp1982m	147.466	151.705	Нарратив
intonation@evp1982m	@evp1982m	161.822	174.999	Восклицание
intonation@evp1982m	@evp1982m	177.829	179.219	Нарратив
intonation@evp1982m	@evp1982m	189.998	203.219	Нарратив
intonation@evp1982m	@evp1982m	226.438	246.548	Нарратив
intonation@evp1982m	@evp1982m	247.542	276.516	Нарратив
intonation@evp1982m	@evp1982m	280.032	282.032	Восклицание
intonation@evp1982m	@evp1982m	283.016	284.049	Восклицание
intonation@evp1982m	@evp1982m	285.0	286.032	Другое
intonation@evp1982m	@evp1982m	290.049	290.533	Вопрос специальный
intonation@evp1982m	@evp1982m	294.017	296.032	Восклицание
intonation@evp1982m	@evp1982m	304.017	305.017	Нарратив
intonation@mel1952	@mel1952	0.11	5.6	Нарратив
intonation@mel1952	@mel1952	5.81	6.63	Обрыв
intonation@mel1952	@mel1952	6.71	10.32	Нарратив
intonation@mel1952	@mel1952	10.4	12.06	Нарратив
intonation@mel1952	@mel1952	12.215	16.115	Нарратив
intonation@mel1952	@mel1952	21.36	21.49	Восклицание
intonation@mel1952	@mel1952	22.49	22.86	Восклицание
intonation@mel1952	@mel1952	22.91	23.31	Восклицание
intonation@mel1952	@mel1952	23.49	23.68	Восклицание
intonation@mel1952	@mel1952	23.71	24.53	Восклицание
intonation@mel1952	@mel1952	24.915	25.315	Восклицание
intonation@mel1952	@mel1952	25.9	26.29	Восклицание
intonation@mel1952	@mel1952	27.4	27.71	Восклицание
intonation@mel1952	@mel1952	43.485	43.785	Восклицание
intonation@mel1952	@mel1952	56.905	57.72	Нарратив
intonation@mel1952	@mel1952	58.7	63.12	Нарратив
intonation@mel1952	@mel1952	63.205	64.11	Восклицание
intonation@mel1952	@mel1952	64.505	69.61	Нарратив
intonation@mel1952	@mel1952	69.707	74.11	Нарратив
intonation@mel1952	@mel1952	74.499	79.608	Нарратив
intonation@mel1952	@mel1952	80.0	80.425	Нарратив
intonation@mel1952	@mel1952	80.604	83.0	Нарратив
intonation@mel1952	@mel1952	83.907	84.341	Нарратив
intonation@mel1952	@mel1952	84.395	89.633	Нарратив
intonation@mel1952	@mel1952	90.014	102.808	Нарратив
intonation@mel1952	@mel1952	102.999	129.733	Нарратив
intonation@mel1952	@mel1952	130.215	130.849	Восклицание
intonation@mel1952	@mel1952	131.157	136.033	Контраст
intonation@mel1952	@mel1952	136.62	148.416	Восклицание
intonation@mel1952	@mel1952	152.006	161.822	Нарратив
intonation@mel1952	@mel1952	166.78	168.419	Нарратив
intonation@mel1952	@mel1952	172.0	172.42	Восклицание
intonation@mel1952	@mel1952	172.58	172.96	Восклицание
intonation@mel1952	@mel1952	174.62	192.019	Нарратив
intonation@mel1952	@mel1952	197.428	198.028	Нарратив
intonation@mel1952	@mel1952	199.618	200.258	Нарратив
intonation@mel1952	@mel1952	200.428	201.048	Нарратив
intonation@mel1952	@mel1952	202.208	203.028	Нарратив
intonation@mel1952	@mel1952	275.029	280.032	Нарратив
intonation@mel1952	@mel1952	281.5	282.049	Нарратив
intonation@mel1952	@mel1952	282.5	305.935	Восклицание
pos@evp1982m	@evp1982m	16.26	16.573	ADV
pos@evp1982m	@evp1982m	16.573	16.886	PUNCT
pos@evp1982m	@evp1982m	16.886	17.2	PUNCT
pos@evp1982m	@evp1982m	17.59	17.955	CCONJ
pos@evp1982m	@evp1982m	17.955	18.32	PUNCT
pos@evp1982m	@evp1982m	18.32	18.685	PRON
pos@evp1982m	@evp1982m	18.685	19.05	PART
pos@evp1982m	@evp1982m	19.05	19.415	part
pos@evp1982m	@evp1982m	19.415	19.78	AUX
pos@evp1982m	@evp1982m	19.78	20.145	PUNCT
pos@evp1982m	@evp1982m	20.145	20.51	PRON
pos@evp1982m	@evp1982m	20.595	20.84	NOUN
pos@evp1982m	@evp1982m	20.84	21.085	SCONJ
pos@evp1982m	@evp1982m	21.085	21.33	VERB
pos@evp1982m	@evp1982m	21.33	21.575	INTJ
pos@evp1982m	@evp1982m	21.575	21.82	PUNCT
pos@evp1982m	@evp1982m	21.82	22.065	PROPN
pos@evp1982m	@evp1982m	22.065	22.31	CCONJ
pos@evp1982m	@evp1982m	22.31	22.555	VERB
pos@evp1982m	@evp1982m	22.555	22.8	PRON
pos@evp1982m	@evp1982m	22.8	23.045	PUNCT
pos@evp1982m	@evp1982m	23.045	23.3	PUNCT
pos@evp1982m	@evp1982m	23.805	24.064	CCONJ
pos@evp1982m	@evp1982m	24.064	24.323	PUNCT
pos@evp1982m	@evp1982m	24.323	24.582	PRON
pos@evp1982m	@evp1982m	24.582	24.841	VERB
pos@evp1982m	@evp1982m	24.841	25.1	ADV
pos@evp1982m	@evp1982m	25.1	25.359	PROPN
pos@evp1982m	@evp1982m	25.359	25.618	PRON
pos@evp1982m	@evp1982m	25.618	25.877	VERB
pos@evp1982m	@evp1982m	25.877	26.136	NOUN
pos@evp1982m	@evp1982m	26.136	26.395	PRON
pos@evp1982m	@evp1982m	26.395	26.654	VERB
pos@evp1982m	@evp1982m	26.654	26.913	ADP
pos@evp1982m	@evp1982m	26.913	27.172	PROPN
pos@evp1982m	@evp1982m	27.172	27.431	ADV
pos@evp1982m	@evp1982m	27.431	27.69	PUNCT
pos@evp1982m	@evp1982m	27.69	27.95	PUNCT
pos@evp1982m	@evp1982m	28.1	28.34	VERB
pos@evp1982m	@evp1982m	28.34	28.58	CCONJ
pos@evp1982m	@evp1982m	28.58	28.82	PRON
pos@evp1982m	@evp1982m	28.82	29.06	PART
pos@evp1982m	@evp1982m	29.06	29.3	NOUN
pos@evp1982m	@evp1982m	29.4	29.695	SCONJ
pos@evp1982m	@evp1982m	29.695	29.99	NOUN
pos@evp1982m	@evp1982m	29.99	30.285	VERB
pos@evp1982m	@evp1982m	30.285	30.58	PUNCT
pos@evp1982m	@evp1982m	30.58	30.875	CCONJ
pos@evp1982m	@evp1982m	30.875	31.17	PUNCT
pos@evp1982m	@evp1982m	31.17	31.465	VERB
pos@evp1982m	@evp1982m	31.465	31.76	NOUN
pos@evp1982m	@evp1982m	31.76	32.055	PART
pos@evp1982m	@evp1982m	32.055	32.35	VERB
pos@evp1982m	@evp1982m	32.35	32.645	INTJ
pos@evp1982m	@evp1982m	32.645	32.94	PUNCT
pos@evp1982m	@evp1982m	32.94	33.235	NOUN
pos@evp1982m	@evp1982m	33.235	33.53	NOUN
pos@evp1982m	@evp1982m	33.53	33.825	CCONJ
pos@evp1982m	@evp1982m	33.825	34.12	ADV
pos@evp1982m	@evp1982m	34.12	34.415	ADV
pos@evp1982m	@evp1982m	34.415	34.71	PRON
pos@evp1982m	@evp1982m	34.71	35.005	PART
pos@evp1982m	@evp1982m	35.005	35.3	NOUN
pos@evp1982m	@evp1982m	35.3	35.595	PUNCT
pos@evp1982m	@evp1982m	35.595	35.9	PUNCT
pos@evp1982m	@evp1982m	36.0	36.352	PRON
pos@evp1982m	@evp1982m	36.352	36.704	NOUN
pos@evp1982m	@evp1982m	36.704	37.056	NOUN
pos@evp1982m	@evp1982m	37.056	37.41	PUNCT
pos@evp1982m	@evp1982m	37.7	38.027	ADJ
pos@evp1982m	@evp1982m	38.027	38.354	NOUN
pos@evp1982m	@evp1982m	38.354	38.681	PUNCT
pos@evp1982m	@evp1982m	38.681	39.01	PUNCT
pos@evp1982m	@evp1982m	39.38	39.748	PRON
pos@evp1982m	@evp1982m	39.748	40.116	VERB
pos@evp1982m	@evp1982m	40.116	40.484	PROPN
pos@evp1982m	@evp1982m	40.484	40.852	DET
pos@evp1982m	@evp1982m	40.852	41.22	NOUN
pos@evp1982m	@evp1982m	41.22	41.588	NOUN
pos@evp1982m	@evp1982m	41.588	41.956	ADV
pos@evp1982m	@evp1982m	41.956	42.324	VERB
pos@evp1982m	@evp1982m	42.324	42.692	SCONJ
pos@evp1982m	@evp1982m	42.692	43.06	SCONJ
pos@evp1982m	@evp1982m	43.06	43.428	PUNCT
pos@evp1982m	@evp1982m	43.428	43.8	PUNCT
pos@evp1982m	@evp1982m	44.0	44.26	ADV
pos@evp1982m	@evp1982m	44.26	44.52	CCONJ
pos@evp1982m	@evp1982m	44.52	44.78	PRON
pos@evp1982m	@evp1982m	44.78	45.04	PART
